PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44
-1.1388773035267823,-1.6832871636492512,0.8732923388699693,-1.0521036581023775,-0.37251858952752903,0.5247864866663492,1.8868967457201262,-0.40781072739401447,0.9389158284334165,-0.7583700695718022,0.938816695153445,-0.29760549037822015,0.2518441550456183,0.7510688047359424,-1.4081841356761158,0.05941314874880327,0.8576821300616435,0.08282056031937772,-0.1551452475748233,0.40515311561740863,-0.14901859262690773,1.2929529010695835,-0.5970035510441356,-0.11776777342920453,-0.2788039099647754,-0.6068289939822648,0.6587597305625124,-0.05923008781438984,0.2054251165885001,-0.0708559352391672,0.0690478440395925,0.1291887567069364,0.5491559295800286,-0.8002645193313302,0.1715581614982179,-0.12298633063289675,-0.42129012884599415,-0.13068490678701442,-0.356290554539126,0.22435193610435133,-0.023242617557455773,-0.1693354640259708,-0.0562557331287524,-0.280904542600622
6.592224310023524,-5.61186927522362,-1.826098012386225,-3.4171440196466185,0.25366653445077464,7.262404245522965,-1.8489327985651738,0.7558717607084773,1.5937634263137244,-0.49429731071002186,0.723477434866065,-0.8925240708634539,0.255899461711042,1.5230060983790596,-1.7583487117135062,0.20286423905736395,0.24590380166784995,-1.0818291659276988,-1.5653041609825478,-0.06460468634718874,-0.2275630109340815,-1.392127131166925,-1.022497383922354,-1.4890691560222333,-1.2914339593858482,1.9561260932767608,-0.7409017770397011,1.113377538147371,-0.6347137625051066,-1.175085437336069,-0.10526359860831509,-2.0061081778794656,0.9494645998574168,0.8085916683014991,-1.4381639408760936,-2.2093537472949754,-0.47243742409946554,-1.0809170195821938,0.9458743387737799,0.4073880478400216,-0.8226743873765135,-1.0878486259721178,-1.6251611013215763,-0.9927896118915162
-1.7457147235313086,-2.425132608618954,0.5533668606849533,-0.9186691092396121,0.5709343681614137,-1.0282360283095981,-0.7154408996386674,-1.6261308745597436,0.5901598844573239,-1.6578218886810696,1.1523678376506077,-0.6890332403363443,-0.3068784998634782,-0.5071034965875,-0.05434946307775366,0.6314116018704456,-0.28816149729017854,0.01629011291901165,-0.06864626300298912,0.32904759188226707,0.25431180957743027,0.3247851971538731,0.14857513841054462,0.19112888366021685,1.1631780190070566,-0.26722935474408277,0.23189586575035298,-0.25090700774642677,0.7587766856688108,-1.4061387931263558,-0.055278029155523024,0.453822470262001,0.01602523159791961,-1.5528437330130729,-0.9096709224843684,-0.5610324403774475,0.8802598265051982,-0.3019820776511234,0.5760349717110613,-0.39959799848473115,-0.3054963500135862,1.2772392533323562,0.1984567444688512,0.3605179763404856
-0.25097952539052165,0.27316002999565425,1.8989542320103083,-0.29320856671232526,-1.3765337267154603,0.8195908458838744,0.7994235629974171,0.5318203863469237,0.38939502560216455,0.34097744484386605,0.3284406857322028,-1.181090018809982,0.1735058618248529,0.19496353906216618,-0.29423184271076414,0.3827533850464963,0.5405866652798237,0.1862964781353493,0.13546422771818364,0.9287341050291905,0.8251050975171899,0.6792792594357883,-0.6095878346846156,-0.12392684680548766,0.2587931330041436,-0.9964947009907633,1.4274398180811967,0.3996478174543632,0.05714912906863421,-0.7347940674942876,-0.2285286658605641,0.7657006835423524,0.5621832643067658,-1.1716417906703394,-0.0479544895501981,0.24125565762446494,-0.18903917456715447,1.067342690759394,0.2859591939460491,-0.6418281392746996,-0.6867113559357507,-0.4168364436713728,-0.37925011924974117,-0.35554522933367466
-1.5237744801202209,-4.090606797566418,2.730093596731511,-0.38859918719048037,-1.055259551116804,-0.04373740007496629,-0.5299910970511409,0.5648996961169357,0.03942900110922905,-0.43677699736559705,-2.5677276764659283,-0.346335432258644,1.1820105612425933,0.38421238695951127,0.43193769817174094,-2.0426127871877275,0.6510122383084934,1.435041221996342,1.5449590721260231,0.8790252674847034,0.8637556824064325,1.7669656694565992,0.10784271953857663,0.7105594942719641,-1.0217382466468774,-0.381946417079434,2.2883519166509156,1.045825774247472,-1.1976776923096817,1.830513391666255,-0.9544135848392375,-0.30638304138978417,0.40744465628436705,-0.9175664946404204,-0.41447703288404,1.3012851173057403,-0.44008501000783495,-0.45006912535017807,-0.23100745483945345,-1.115145215188947,0.10120108501114372,-0.154992433783995,-0.629938021897793,0.8910637788768473
-1.0584612286765742,-4.5809908154267065,2.101472336466912,3.888473819855907,-3.870752320870476,-0.19695781470220375,0.5757878321862798,0.02229132536272256,1.313295657549657,0.6265184209863194,-1.0962745107144425,1.1440405304093497,0.751489708892389,0.04705702443158038,-0.12732661723985078,-1.5827553163663537,1.118940985905843,0.3277940856504593,0.1007985613827976,-0.5904940497177495,-0.00623761278126792,-0.7754143467147404,0.8732970818051878,-1.164772739655111,0.6366709561972231,-1.3876281487084987,1.5773390449113291,-1.624827333195853,-1.711505281581146,-1.39750852084313,0.4531126991361285,-1.6495735988942934,-0.47414939910364784,-1.5277727655354525,-0.3334835497047548,0.8225351169437999,-2.0339077870074185,0.3573876662810155,-0.5175894360533208,0.30831446004401664,-1.789739087168782,-0.419620171398304,1.2608064808008481,2.302726437890455
-1.5315295947617111,-1.8534456412784168,0.833401690143349,-0.5937141396484698,0.037828150010271885,-0.7489918113557755,-0.8008873727433443,-2.086490891698472,1.164352807288448,-3.453127740378226,1.459190434779145,-0.9659524619366195,-1.0176467836728826,-2.0480238156518564,1.6991856911723158,1.9346606401373894,0.30635183891618634,-1.3187926199890745,-1.5801328400637,-0.8726356403620997,0.42421064888178234,-0.5784975161345292,-0.017013665837845596,-0.10980537238995489,-1.4657445213553104,-1.1260682828489896,0.9163076760895715,0.3441329910497597,-0.5294942722644503,0.5899705661360943,0.06911757746140938,-0.2531719213048819,1.4993718898218067,-0.1684709621561084,0.9013048002627307,-0.08202534907334157,-0.2540437451332974,0.3134060936087453,-0.9267725589543832,0.17825163998869598,-0.20056160309765717,-0.3487999044122372,0.1286604531215119,-0.7606020477661557
-1.664687603598255,-2.0728769452100826,-0.1151248609581094,-0.8716703974116969,0.5392188604547186,-0.571980800955311,-0.237118251048582,-1.4129945623871263,0.7888377697900153,-0.7764735819965715,0.8971728065997925,-0.7371188585461438,-0.2198096121294333,0.4873003284272928,-1.2945307063211564,0.3405251869453744,-0.17555119418485143,0.765469979402234,0.11215663526182919,0.25698954213624936,0.23621522119147292,0.9068495460434175,0.07675726262913016,0.3972242046794323,0.463988999150549,-0.08749847467986831,0.15892557235107016,-0.22501018374063772,0.18516751863896622,-1.476088917871314,-0.5370337190453136,0.27757038371497184,0.29210971975429895,-0.2709594671078684,-0.4650819363500573,-0.2703230539682504,-0.33904629239371187,0.2968959675312216,-0.4041986733772764,-0.10069933285623307,-0.14120790516259513,1.5766471697741824,-0.3507348283815969,0.1385831697289643
-1.3458974181502872,-2.2430962097824674,0.2780162019165312,-1.2807334910050763,0.6009925474677766,-0.7681582627837037,-0.9099834617867539,-1.242953426910083,0.16549077940525955,-0.44141209051429087,0.4978224214490544,-0.7749957265187934,-0.20429126678818152,0.615531887135206,-0.5146858425269603,0.20562068672350475,-1.168468493946368,0.8352892480519242,0.06682513269080584,0.6642848765168208,0.1789200272421716,0.5658280285348252,0.08982644611040583,0.025027251646166995,0.7231209601791926,0.9373274262030367,0.35454610584774604,0.15763228341343558,0.18466783220020924,-1.6558397421296498,0.3594891901178945,0.3753289225770269,-0.7241121256746622,-1.102105889388698,-0.768545797445031,-0.42667158297805247,-1.7705961358449847,1.286727377547006,-0.6474762841237697,-1.8894073106300096,-1.2268980404262657,0.17260835212912223,-0.39954568799324935,-0.3101516937331301
0.11654621271175233,-0.8780674207586351,2.535385980704413,-1.392927357433372,-0.4242733653826924,0.12004291680395171,1.228102868793989,-1.2056906037705275,-0.21874142330266444,-0.7738537408225556,-0.6008276670929444,-0.9131976069164273,-0.08686930950352711,0.3296698792559096,0.6176411409754037,0.7592082869852305,-1.44973042669694,-0.3195738121483385,-0.4804515164869161,0.47185037040531,0.1673731939764876,0.18596513263944262,-0.40962525756230145,-0.820001775171175,-0.7913159907826772,1.6160284054209388,-0.688608005586388,0.16743927111467677,0.06726753260147342,0.15704463162808005,1.5924951915150651,-0.10593014897113173,-1.2306217798290093,-0.7294057622920703,-0.06843135465918823,-2.4688799797830803,0.23100220012454947,-1.0064951602359216,0.8220230185339441,-0.17889192172785748,-0.15004116914585372,-1.4547996532268752,1.5013222800575332,-0.3439361752507552
